"Time","i,q"
0,0
9.9999999999999995e-07,1.3755111964855084e-16
6.2009391276304546e-06,5.1145108017697128e-12
2.257586037195115e-05,4.9067468702281817e-12
0.00011578847661181208,4.1421729504232148e-12
0.00086148940653069952,-2.7094014924721489e-13
0.001388888888888848,-6.4256301607274045e-13
0.0013888888888888874,-6.4256301607274378e-13
0.0023888888888888874,-1.9128127186202355e-13
0.0033888888888888875,-1.7501503948352055e-13
0.0041666666666665478,-3.4231011284389004e-13
0.0041666666666666666,-3.4231011284390806e-13
0.0051666666666666666,-1.3058282234715498e-13
0.0061666666666666667,3.6161195368641575e-13
0.0069444444444442472,1.1694098596619098e-13
0.0069444444444444449,1.1694098596621526e-13
0.0079444444444444449,-1.6418458519963494e-13
0.0089444444444444458,-3.8041641176293669e-13
0.0097222222222219431,2.5480626659821585e-14
0.0097222222222222189,2.5480626659900736e-14
0.01072222222222222,-8.441072545218116e-14
0.011722222222222221,7.3253937239387738e-13
0.012499999999999645,-3.4274550048022732e-13
0.012500000000000001,-3.4274550048052293e-13
0.013500000000000002,-1.2676810684982183e-13
0.014500000000000002,1.1336317312299792e-13
0.015277777777777342,-1.0861195577050786e-13
0.015277777777777776,-1.086119557706065e-13
0.016277777777777776,-1.2139121081793695e-13
0.017277777777777777,-6.9276046730232032e-14
0.01805555555555504,1.6044201409502418e-14
0.018055555555555554,1.6044201409528084e-14
0.019055555555555555,1.1831763032269541e-13
0.020055555555555556,-4.4621349701093699e-14
0.020833333333332739,-7.9737444015808131e-14
0.020833333333333332,-7.9737444015795446e-14
0.021833333333333333,5.7375410832589962e-14
0.022833333333333334,2.384751838807821e-14
0.023611111111110441,-8.996572978496841e-15
0.02361111111111111,-8.9965729785002062e-15
0.024611111111111111,-4.7656639965761494e-14
0.025611111111111112,1.091692580917398e-13
0.026388888888888136,-4.6159253266313709e-14
0.026388888888888885,-4.6159253266373316e-14
0.027388888888888886,1.3121435281399621e-14
0.028388888888888887,-2.8599683153866259e-14
0.029166666666665838,1.8179311472503514e-14
0.029166666666666667,1.8179311472524447e-14
0.030166666666666668,1.896842962472237e-14
0.031166666666666669,2.5340516772513869e-15
0.031944444444443533,3.5759639510399852e-14
0.031944444444444442,3.5759639510408833e-14
0.032944444444444443,-1.2900357444553159e-14
0.033944444444444444,-4.3213066176307708e-14
0.034722222222221238,-6.7473968599708715e-14
0.034722222222222224,-6.7473968599710394e-14
0.035722222222222225,1.4055364297584551e-13
0.036722222222222226,-5.9664069543406507e-15
0.03749999999999893,-4.2649439754232392e-14
0.037499999999999999,-4.2649439754210417e-14
0.0385,2.6013879292544924e-15
0.0395,-1.8136524125794253e-14
0.040277777777776642,7.1150845050087276e-14
0.040277777777777787,7.1150845050110904e-14
0.041277777777777788,3.101689947875856e-14
0.042277777777777789,-4.1449485235137853e-14
0.043055555555554334,-8.1281308645171242e-14
0.043055555555555555,-8.1281308645144572e-14
0.044055555555555556,1.057637023479448e-13
0.045055555555555557,-2.8626706690214455e-14
0.045833333333332033,-7.8560470569246834e-15
0.045833333333333337,-7.8560470568905589e-15
0.046833333333333338,-3.7475385785106066e-14
0.047833333333333339,-2.7090111738634687e-14
0.048611111111109738,7.5356443860324758e-14
0.048611111111111119,7.5356443860306128e-14
0.04961111111111112,-3.2885462862415794e-14
0.050611111111111121,4.9208270491369084e-14
0.05138888888888743,2.6661313530924834e-14
0.051388888888888887,2.6661313530924866e-14
0.052388888888888888,9.3216625741484861e-14
0.053388888888888889,3.3962284740309098e-14
0.054166666666665128,5.7031640319532451e-16
0.054166666666666669,5.7031640316059096e-16
0.055166666666666669,-6.5562588700524023e-14
0.05616666666666667,-8.1053676727399515e-14
0.056944444444442834,1.2766929808476944e-14
0.05694444444444445,1.2766929808505267e-14
0.057944444444444451,-4.6384004180664267e-14
0.058944444444444452,3.0209707568326661e-14
0.059722222222220518,9.8421917316692376e-14
0.059722222222222218,9.8421917316727553e-14
0.060722222222222219,-2.7679642406329747e-14
0.06172222222222222,9.3642956404514433e-15
0.062499999999998224,-1.2647081158453426e-14
0.0625,-1.2647081158480307e-14
0.063500000000000001,5.3273340847730541e-14
0.064500000000000002,-4.332764594808279e-14
0.065277777777775922,-1.1643925290772801e-14
0.065277777777777782,-1.1643925290768401e-14
0.066277777777777783,-5.5882692321672977e-14
0.067277777777777784,-3.0879116299373747e-14
0.068055555555553635,3.1715691672083221e-14
0.068055555555555564,3.1715691672166582e-14
0.069055555555555564,2.5274751676039608e-14
0.070055555555555565,8.2654314014340304e-15
0.070833333333331319,-1.1189186325827988e-14
0.070833333333333331,-1.1189186325857799e-14
0.071833333333333332,2.751999711413285e-14
0.072833333333333333,-6.6331292019810671e-15
0.073611111111109018,-5.0103994380605308e-14
0.073611111111111113,-5.0103994380639942e-14
0.074611111111111114,-1.3362650711327126e-14
0.075611111111111115,-3.4237513909283798e-15
0.07638888888888673,1.1482853128895021e-14
0.076388888888888895,1.1482853128967278e-14
0.077388888888888896,4.3939366836301221e-14
0.078388888888888897,1.116558657996836e-13
0.079166666666664415,-1.1876708809258928e-14
0.079166666666666663,-1.1876708809402144e-14
0.080166666666666664,-7.8937518621853354e-14
0.081166666666666665,4.3667824541974672e-15
0.081944444444442113,8.6288277505357863e-15
0.081944444444444445,8.6288277506380321e-15
0.082944444444444446,7.8802297395727894e-14
0.083333333333331927,6.9474040498809345e-14
0.083333333333334522,6.9474040498748041e-14
0.084333333333334523,5.3549267161368354e-14
0.084722222222219812,1.9892492573470946e-10
0.084722222222222227,1.9892492573613188e-10
0.085121323406833219,-1.7040196900609014e-10
0.08612132340683322,-2.5864325188667573e-08
0.08712132340683322,6.9813937043046011e-09
0.087499999999997524,7.2992601016601415e-09
0.087500000000000008,7.2992601016534843e-09
0.088500000000000009,3.2235938614231517e-09
0.08950000000000001,2.377539568808479e-09
0.090277777777775209,2.0196816282288155e-09
0.090277777777777776,2.0196816282273824e-09
0.091277777777777777,9.3564372519416745e-10
0.092277777777777778,1.1868988643126137e-09
0.093055555555552907,5.4475731266163891e-10
0.093055555555555558,5.447573126630264e-10
0.094055555555555559,-7.4718207507456365e-10
0.09505555555555556,3.2744069849924009e-10
0.09583333333333062,-1.9131302387666072e-10
0.09583333333333334,-1.913130238773342e-10
0.096833333333333341,-1.8991935588546841e-10
0.097833333333333342,-3.3130454934694999e-11
0.098611111111108304,-3.7920001567811007e-11
0.098611111111111108,-3.7920001567787749e-11
0.099611111111111109,-1.3760596430709663e-11
0.10061111111111111,1.9874811340160375e-11
0.101388888888886,2.3363354862231798e-11
0.10138888888888889,2.3363354862315711e-11
0.10238888888888889,5.6094192607213461e-11
0.10338888888888889,-6.2944946691014499e-11
0.10416666666666372,-2.2352611253660706e-11
0.10416666666666667,-2.2352611253633823e-11
0.10516666666666667,-4.385262249751252e-13
0.10616666666666667,6.9837766860933864e-11
0.10694444444444141,-3.859389212717406e-11
0.10694444444444445,-3.8593892127440813e-11
0.10794444444444445,-1.4886288321045726e-11
0.10894444444444445,-9.1568928312694061e-11
0.1097222222222191,5.3662776110970349e-11
0.10972222222222222,5.3662776111304737e-11
0.11072222222222222,2.8595934402761493e-11
0.11172222222222222,-2.5817880139507111e-11
0.11249999999999681,1.433518412235693e-11
0.1125,1.4335184122450969e-11
0.1135,1.3022722925342438e-12
0.1145,9.6928134572259055e-12
0.11527777777777451,-1.4832389305849668e-12
0.11527777777777778,-1.4832389306074532e-12
0.11627777777777779,-3.4100306614122463e-12
0.11727777777777779,-1.3375312354822138e-13
0.11805555555555219,2.1361468608261081e-12
0.11805555555555555,2.1361468608386689e-12
0.11905555555555555,-9.9846096228738744e-13
0.12005555555555555,-9.9905542293377934e-13
0.12083333333332991,3.0370518744576286e-12
0.12083333333333333,3.0370518744768771e-12
0.12183333333333334,-5.3726663304126372e-13
0.12283333333333334,9.9138137193342836e-13
0.1236111111111076,-2.4553257419631864e-13
0.12361111111111112,-2.4553257419723408e-13
0.12461111111111112,-2.0167747808112556e-12
0.12561111111111112,3.7514338871884446e-13
0.1263888888888853,1.512246004288293e-12
0.12638888888888888,1.5122460042959773e-12
0.12738888888888888,-1.8570280044692531e-12
0.12838888888888889,1.3751130282141798e-14
0.12916666666666302,-6.5362892605643455e-13
0.12916666666666668,-6.5362892606214454e-13
0.13016666666666668,2.2030643937014688e-13
0.13116666666666668,2.4326242651722953e-13
0.1319444444444407,5.8561834895679291e-13
0.13194444444444445,5.8561834895805287e-13
0.13294444444444445,-2.0365295063399792e-14
0.13394444444444445,-5.0409672897354251e-14
0.13472222222221839,4.9112431352297331e-14
0.13472222222222222,4.9112431352291563e-14
0.13572222222222222,6.9662646215798713e-14
0.13672222222222222,-1.4808084022143135e-13
0.1374999999999961,1.2325105056107481e-13
0.13750000000000001,1.2325105056196172e-13
0.13850000000000001,7.0525980141623297e-14
0.13950000000000001,4.4955233959536893e-14
0.14027777777777381,-4.1822524091435718e-14
0.14027777777777781,-4.1822524091472983e-14
0.14127777777777781,-5.2252547104867932e-14
0.14227777777777781,-1.4366118338767663e-13
0.14305555555555149,3.0811663360989705e-14
0.14305555555555555,3.0811663361304183e-14
0.14405555555555555,2.3385423601671305e-14
0.14505555555555555,-1.0819582764543198e-13
0.14583333333332921,-2.2814768798663139e-14
0.14583333333333334,-2.2814768798353457e-14
0.14683333333333334,-2.3226864936535404e-15
0.14783333333333334,7.2180593904319435e-14
0.14861111111110692,7.3376366881140983e-15
0.14861111111111114,7.337636687856562e-15
0.14961111111111114,1.4540174157065473e-13
0.15061111111111114,-3.1148905328986868e-14
0.1513888888888846,-9.2767274804539122e-15
0.15138888888888891,-9.2767274804999564e-15
0.15238888888888891,4.8600843655052465e-14
0.15338888888888891,-7.1356921849017624e-14
0.15416666666666229,-7.86305938089512e-14
0.15416666666666667,-7.8630593808780844e-14
0.15516666666666667,-1.6356802457447793e-14
0.15616666666666668,-2.5820136880602057e-15
0.15694444444444,5.7786659359399956e-14
0.15694444444444447,5.7786659359477289e-14
0.15794444444444447,5.9223263522778777e-14
0.15894444444444447,-7.705891860638956e-15
0.15972222222221769,3.300496530666774e-14
0.15972222222222224,3.300496530655456e-14
0.16072222222222224,-8.3132339601980965e-14
0.16172222222222224,-7.4656096933645195e-14
0.1624999999999954,-3.0015922586739131e-14
0.16250000000000001,-3.0015922586546069e-14
0.16350000000000001,4.9841636658643662e-15
0.16450000000000001,-1.3149106536829833e-14
0.16527777777777311,3.646908118352232e-14
0.1652777777777778,3.6469081183420317e-14
0.1662777777777778,1.7478261918356666e-14
0.16666666666666385,-5.445190389166923e-15
0.16666666666666904,-5.4451903895022489e-15
0.16672922672483506,-0.54888098745376468
0.16674173873646828,-0.65459645275203671
0.16676163379602735,-0.81999200821606211
0.16685987025932633,-1.5901271072707606
0.16727972863919313,-4.1481454294762337
0.16782301960019622,-6.2032351874573548
0.1680555555555508,-6.7940791426254066
0.16805555555555557,-6.7940791426361811
0.16879277280725713,-7.9711520149420441
0.16979277280725713,-8.6536767950810773
0.17079277280725713,-8.9047941780604205
0.17083333333332851,-8.9106043849625305
0.17083333333333336,-8.9106043849632126
0.17183333333333337,-8.9993240791194964
0.17283333333333337,-9.0319660951301994
0.17361111111110619,-9.0422371633084655
0.17361111111111113,-9.0422371633085081
0.17461111111111113,-9.0477549498697876
0.17561111111111113,-9.0497850828631368
0.17638888888888388,-9.050423875091294
0.1763888888888889,-9.0504238750912975
0.1773888888888889,-9.0507670440947194
0.1783888888888889,-9.0508933042522806
0.17916666666666162,-9.0509330328645472
0.1791666666666667,-9.0509330328645472
0.1801666666666667,-9.0509543759578932
0.1811666666666667,-9.0509622279187028
0.1819444444444393,-9.0509646990812307
0.18194444444444446,-9.0509646990812307
0.18294444444444447,-9.0509660263159883
0.18394444444444447,-9.0509665150265217
0.18472222222221701,-9.0509666686388002
0.18472222222222226,-9.0509666686388002
0.18572222222222226,-9.0509667509619511
0.18672222222222226,-9.0509667815339299
0.18749999999999467,-9.0509667910987552
0.1875,-9.0509667910987552
0.1885,-9.0509667962364677
0.1895,-9.0509667981186652
0.19027777777777238,-9.0509667986840601
0.1902777777777778,-9.0509667986840601
0.1912777777777778,-9.0509667989963845
0.1922777777777778,-9.050966799119621
0.19305555555555007,-9.0509667991512526
0.19305555555555556,-9.0509667991512526
0.19405555555555556,-9.0509667991742599
0.19505555555555557,-9.0509667991856979
0.19583333333332778,-9.0509667991882878
0.19583333333333336,-9.0509667991882878
0.19683333333333336,-9.0509667991900464
0.19783333333333336,-9.050966799180804
0.19861111111110547,-9.0509667991839429
0.1986111111111111,-9.0509667991839429
0.1996111111111111,-9.0509667991914142
0.2006111111111111,-9.0509667991838203
0.20138888888888318,-9.0509667991848968
0.2013888888888889,-9.0509667991848968
0.2023888888888889,-9.0509667991886236
0.2033888888888889,-9.0509667991890641
0.20416666666666086,-9.0509667991901175
0.20416666666666666,-9.0509667991901175
0.20516666666666666,-9.0509667991879859
0.20616666666666666,-9.0509667991882292
0.2069444444444386,-9.0509667991867673
0.20694444444444449,-9.0509667991867673
0.20794444444444449,-9.0509667991874849
0.20894444444444449,-9.0509667991876945
0.20972222222221623,-9.0509667991881191
0.2097222222222222,-9.0509667991881191
0.2107222222222222,-9.0509667991881155
0.2117222222222222,-9.0509667991875826
0.21249999999999397,-9.0509667991881404
0.21250000000000002,-9.0509667991881404
0.21350000000000002,-9.0509667991877265
0.21450000000000002,-9.0509667991876448
0.21527777777777168,-9.0509667991876448
0.21527777777777779,-9.0509667991876448
0.21627777777777779,-9.0509667991878953
0.21727777777777779,-9.0509667991880693
0.2180555555555494,-9.0509667991877798
0.21805555555555559,-9.0509667991877798
0.21905555555555559,-9.0509667991876785
0.22005555555555559,-9.0509667991877674
0.22083333333332708,-9.0509667991878775
0.22083333333333335,-9.0509667991878775
0.22183333333333335,-9.0509667991879112
0.22283333333333336,-9.0509667991877905
0.22361111111110482,-9.0509667991878242
0.22361111111111118,-9.0509667991878242
0.22461111111111118,-9.050966799187746
0.22561111111111118,-9.0509667991877745
0.22638888888888245,-9.050966799187858
0.22638888888888889,-9.050966799187858
0.22738888888888889,-9.0509667991878242
0.22838888888888889,-9.0509667991878491
0.22916666666666019,-9.0509667991878242
0.22916666666666671,-9.0509667991878242
0.23016666666666671,-9.0509667991876874
0.23116666666666671,-9.0509667991878118
0.23194444444443788,-9.0509667991879166
0.23194444444444448,-9.0509667991879166
0.23294444444444448,-9.0509667991878739
0.23394444444444448,-9.0509667991877798
0.23472222222221562,-9.0509667991877993
0.23472222222222228,-9.0509667991877993
0.23572222222222228,-9.0509667991876093
0.23672222222222228,-9.0509667991878704
0.2374999999999933,-9.0509667991879788
0.23750000000000004,-9.0509667991879788
0.23850000000000005,-9.0509667991878651
0.23950000000000005,-9.0509667991877016
0.24027777777777098,-9.0509667991877993
0.24027777777777781,-9.0509667991877993
0.24127777777777781,-9.0509667991876679
0.24227777777777781,-9.0509667991877532
0.24305555555554867,-9.0509667991879912
0.24305555555555558,-9.0509667991879912
0.24405555555555558,-9.0509667991877851
0.24505555555555558,-9.0509667991879912
0.24583333333332638,-9.0509667991877212
0.24583333333333338,-9.0509667991877212
0.24683333333333338,-9.0509667991879326
0.24783333333333338,-9.0509667991877691
0.24861111111110407,-9.0509667991878082
0.24861111111111114,-9.0509667991878082
0.24961111111111114,-9.0509667991877585
0.24999999999999434,-9.0509667991876999
0.25000000000000355,-9.0509667991876999
0.25100000000000355,-9.0509667991877549
0.25138888888888172,-9.0509667997524215
0.25138888888888888,-9.0509667997524215
0.25187768593633614,-9.0509667993593439
0.25287768593633614,-9.0509667981991502
0.25387768593633614,-9.0509667997589869
0.25416666666665944,-9.0509667998642342
0.25416666666666665,-9.0509667998642342
0.25516666666666665,-9.05096679915113
0.25616666666666665,-9.0509667994443976
0.25694444444443715,-9.0509667984601752
0.25694444444444448,-9.0509667984601752
0.25794444444444448,-9.0509667982626638
0.25894444444444448,-9.0509667990022233
0.25972222222221486,-9.0509667993580809
0.25972222222222224,-9.0509667993580809
0.26072222222222224,-9.0509667998107126
0.26172222222222224,-9.0509667993570151
0.26249999999999257,-9.0509667994170915
0.26250000000000001,-9.0509667994170915
0.26350000000000001,-9.0509667991442768
0.26450000000000001,-9.0509667990962619
0.26527777777777023,-9.0509667991367539
0.26527777777777778,-9.0509667991367539
0.26627777777777778,-9.0509667991343701
0.26727777777777778,-9.0509667991479219
0.26805555555554794,-9.0509667992081582
0.26805555555555555,-9.0509667992081582
0.26905555555555555,-9.0509667991705918
0.27005555555555555,-9.0509667992274796
0.2708333333333256,-9.0509667992044402
0.27083333333333331,-9.0509667992044402
0.27183333333333332,-9.0509667991658151
0.27283333333333332,-9.0509667991842715
0.27361111111110337,-9.0509667991532154
0.27361111111111114,-9.0509667991532154
0.27461111111111114,-9.0509667991817757
0.27561111111111114,-9.0509667991794966
0.27638888888888097,-9.0509667991691423
0.27638888888888885,-9.0509667991691423
0.27738888888888885,-9.0509667992129437
0.27838888888888885,-9.0509667992097853
0.27916666666665874,-9.0509667991843124
0.27916666666666667,-9.0509667991843124
0.28016666666666667,-9.0509667991800811
0.28116666666666668,-9.0509667991960363
0.28194444444443645,-9.050966799187071
0.28194444444444444,-9.050966799187071
0.28294444444444444,-9.0509667991881066
0.28394444444444444,-9.0509667991874903
0.28472222222221411,-9.0509667991877318
0.28472222222222221,-9.0509667991877318
0.28572222222222221,-9.0509667991875773
0.28672222222222221,-9.050966799184966
0.28749999999999182,-9.050966799190034
0.28749999999999998,-9.050966799190034
0.28849999999999998,-9.0509667991879841
0.28949999999999998,-9.0509667991894176
0.29027777777776953,-9.0509667991894709
0.2902777777777778,-9.0509667991894709
0.2912777777777778,-9.0509667991877336
0.2922777777777778,-9.0509667991868294
0.29305555555554724,-9.0509667991875418
0.29305555555555557,-9.0509667991875418
0.29405555555555557,-9.0509667991867087
0.29505555555555557,-9.0509667991887035
0.29583333333332501,-9.0509667991877194
0.29583333333333339,-9.0509667991877194
0.29683333333333339,-9.0509667991877158
0.29783333333333339,-9.0509667991876501
0.29861111111110267,-9.0509667991877851
0.29861111111111116,-9.0509667991877851
0.29961111111111116,-9.0509667991878846
0.30061111111111116,-9.0509667991878207
0.30138888888888038,-9.0509667991877514
0.30138888888888893,-9.0509667991877514
0.30238888888888893,-9.050966799187778
0.30338888888888893,-9.0509667991877301
0.30416666666665804,-9.0509667991880161
0.3041666666666667,-9.0509667991880161
0.3051666666666667,-9.0509667991879166
0.3061666666666667,-9.0509667991877709
0.30694444444443575,-9.0509667991876768
0.30694444444444446,-9.0509667991876768
0.30794444444444447,-9.0509667991877372
0.30894444444444447,-9.0509667991877514
0.30972222222221341,-9.0509667991878011
0.30972222222222223,-9.0509667991878011
0.31072222222222223,-9.0509667991878384
0.31172222222222223,-9.050966799187929
0.31249999999999112,-9.0509667991877301
0.3125,-9.0509667991877301
0.3135,-9.0509667991878686
0.3145,-9.0509667991878153
0.31527777777776883,-9.0509667991878349
0.31527777777777777,-9.0509667991878349
0.31627777777777777,-9.050966799187897
0.31727777777777777,-9.0509667991876697
0.31805555555554654,-9.0509667991877514
0.31805555555555559,-9.0509667991877514
0.31905555555555559,-9.0509667991878029
0.32005555555555559,-9.0509667991878295
0.3208333333333242,-9.0509667991878544
0.3208333333333333,-9.0509667991878544
0.3218333333333333,-9.0509667991878224
0.32283333333333331,-9.0509667991877123
0.32361111111110191,-9.0509667991878846
0.32361111111111113,-9.0509667991878846
0.32461111111111113,-9.05096679918781
0.32561111111111113,-9.0509667991878135
0.32638888888887962,-9.0509667991878313
0.3263888888888889,-9.0509667991878313
0.3273888888888889,-9.0509667991877922
0.3283888888888889,-9.0509667991877389
0.32916666666665728,-9.0509667991878118
0.32916666666666666,-9.0509667991878118
0.33016666666666666,-9.0509667991878349
0.33116666666666666,-9.0509667991878668
0.33194444444443499,-9.0509667991879077
0.33194444444444443,-9.0509667991879077
0.33294444444444443,-9.0509667991877407
0.33333333333333331,-9.0509667991878491
